personId,firstName,lastName,birthDate,school,country,heightInches,bodyWeightLbs,jersey,guard,forward,center,dleagueFlag,nbaFlag,gamesPlayedFlag,draftYear,draftRound,draftNumber,fromYear,toYear
201252,Willie,Deane,,,,,,,0,0,0,,,,,,,,
1962937922,Sunday,Dech,,,,,,,0,0,0,,,,,,,,
1962937933,Sunday,Dech,,,,,,,0,0,0,,,,,,,,
196294114,Sunday,Dech,,,,,,,0,0,0,,,,,,,,
1630466,Gabriel,Deck,1995-02-08,Real Madrid,Argentina,78,231,,0,1,0,0,1,1,-1,-1,-1,2020,2021
52607,Gabriel,Deck,1995-02-08,,,,,,0,0,0,0,0,1,-1,-1,-1,2016,2016
203473,Dewayne,Dedmon,1989-08-12,USC,USA,82,245,14,0,0,1,1,1,1,-1,-1,-1,2013,2022
76546,Archie,Dees,1936-02-22,Indiana,USA,80,205,44,0,1,0,0,1,1,1958,1,2,1958,1961
143,Terry,Dehere,1971-09-12,Seton Hall,USA,76,190,24,1,0,0,0,1,1,1993,1,13,1993,1998
76548,Red,Dehnert,1905-04-07,Columbia,USA,,,,0,0,0,0,1,1,-1,-1,-1,1946,1946
1626214,Bryce,Dejean-Jones,1992-08-21,Iowa State,USA,78,203,,1,0,0,1,1,1,-1,-1,-1,2015,2015
1626155,Sam,Dekker,1994-05-06,Wisconsin,USA,80,219,,0,1,0,1,1,1,2015,1,18,2015,2021
219,Vinny,Del Negro,1966-08-09,North Carolina State,USA,76,200,,1,0,0,0,1,1,1988,2,29,1988,2001
196295482,Finn,Delaney,1995-01-01,,,,,,0,0,0,0,0,1,-1,-1,-1,,
1966938181,Finn,Delaney,,,,,,,0,0,0,,,,,,,,
1627098,Malcolm,Delaney,1989-03-11,Virginia Tech,USA,75,190,5,1,0,0,0,1,1,-1,-1,-1,2016,2017
196294603,Finn,Delany,,,,,,,0,0,0,,,,,,,,
64076,Finn,Delany,,,,,,,0,0,0,,,,,,,,
183,Bison,Dele,1969-04-06,Arizona,USA,83,260,8,0,1,1,0,1,1,1991,1,10,1991,1998
2568,Carlos,Delfino,1982-08-29,Fortitudo Bologna,Argentina,78,230,10,1,1,0,0,1,1,2003,1,25,2004,2013
1629116,Angel,Delgado,1994-11-20,Seton Hall,Dominican Republic,82,245,31,0,0,1,1,1,1,2018,,,2018,2018
202411,Richard,Delk,,,,,,,0,0,0,,,,,,,,
960,Tony,Delk,1974-01-28,Kentucky,USA,74,189,00,1,0,0,0,1,1,1996,1,16,1996,2005
203521,Matthew,Dellavedova,1990-09-08,Saint Mary's,Australia,75,200,8,1,0,0,0,1,1,-1,-1,-1,2013,2022
76552,Fennis,Dembo,1966-01-24,Wyoming,USA,77,215,34,0,1,0,0,1,1,1988,2,30,1988,1988
76553,Larry,Demic,1957-06-27,Arizona,USA,81,225,42,0,1,0,0,1,1,1979,1,9,1979,1981
1642856,Egor,Demin,2006-03-03,Brigham Young,Russia,80,200,8,1,0,0,0,1,1,2025,1,8,2025,
196294531,Egor,Demin,,,,,,,0,0,0,,,,,,,,
1628610,Cody,Demps,,,,,,,0,0,0,,,,,,,,
725,Dell,Demps,1970-02-12,Pacific,USA,75,205,,1,0,0,0,1,1,-1,-1,-1,1993,1996
76555,George,Dempsey,1929-07-19,King's,USA,75,190,3,1,0,0,0,1,1,1951,7,68,1954,1958
1627641,Deng,Deng,,,,,,,0,0,0,,,,,,,,
2736,Luol,Deng,1985-04-16,Duke,United Kingdom,81,237,9,0,1,0,0,1,1,2004,1,7,2004,2018
64067,Majok,Deng,,,,,,,0,0,0,,,,,,,,
1966938128,Qunfei,Deng,,,,,,,0,0,0,,,,,,,,
76556,Kenny,Dennard,1958-10-18,Duke,USA,80,220,33,0,1,0,0,1,1,1981,4,78,1981,1983
76557,Blaine,Denning,1930-09-19,Lawrence Tech,USA,74,175,,1,0,0,0,1,1,1952,,,1952,1952
1641926,Dexter,Dennis,1999-02-09,Texas A&M,USA,77,210,,1,0,0,1,1,1,-1,-1,-1,2023,2023
1642484,RayJ,Dennis,2001-03-30,Baylor,USA,73,180,00,1,0,0,1,1,1,-1,-1,-1,2024,
202417,Stephen,Dennis,,,,,,,0,0,0,,,,,,,,
202458,Justin,Dentmon,1985-09-05,Washington,USA,71,185,,1,0,0,1,1,1,-1,-1,-1,2011,2012
76558,Randy,Denton,1949-02-18,Duke,USA,82,240,34,0,0,1,0,1,1,1971,4,61,1976,1976
196294604,Gui,Deodato,,,,,,,1,0,0,,,,,,,,
76559,Rod,Derline,1952-03-11,Seattle,USA,72,175,25,1,0,0,0,1,1,1974,10,169,1974,1975
1629094,Marcus,Derrickson,1996-02-01,Georgetown,USA,79,249,32,0,1,0,1,1,1,-1,-1,-1,2018,2018
76560,Dave,Deutsch,1945-05-13,Rochester,USA,73,170,3,1,0,0,0,1,1,1966,12,98,1966,1966
76561,Walter,Devlin,1931-12-21,George Washington,USA,77,195,13,1,0,0,0,1,1,1955,2,9,1955,1957
1631238,Michael,Devoe,1999-12-17,Georgia Tech,USA,,,,0,0,0,1,0,1,-1,-1,-1,,
76568,Ernie,DiGregorio,1951-01-15,Providence,USA,72,180,7,1,0,0,0,1,1,1973,1,3,1973,1977
1628978,Donte,DiVincenzo,1997-01-31,Villanova,USA,76,203,0,1,0,0,1,1,1,2018,1,17,2018,
1631217,Moussa,Diabate,2002-01-21,Michigan,France,82,210,14,0,1,0,1,1,1,2022,2,43,2022,
512,Vladimir,Diachok,,,,,,,0,0,0,,,,,,,,
196294532,Ismaila,Diagne,,,,,,,0,0,0,,,,,,,,
502,Diakite,Diakite,,,,,,,0,0,0,,,,,,,,
1629603,Mamadi,Diakite,1997-01-21,Virginia,Guinea,81,228,21,0,1,0,1,1,1,-1,-1,-1,2020,2023
196294586,Mamadi,Diakite,,,,,,,0,0,0,,,,,,,,
1760,Derrick,Dial,1975-12-20,Eastern Michigan,USA,76,184,13,1,0,0,1,1,1,1998,2,52,1999,2003
1627767,Cheick,Diallo,1996-09-13,Kansas,Mali,80,219,,0,1,1,1,1,1,2016,2,33,2016,2021
1628977,Hamidou,Diallo,1998-07-31,Kentucky,USA,77,202,,1,0,0,1,1,1,2018,2,45,2018,2023
40072,Dimitrios,Diamantidis,,,,,,,0,0,0,,,,,,,,
1966938133,Lucas,Dias,,,,,,,0,1,0,,,,,,,,
2564,Boris,Diaw,1982-04-16,Pau Orthez,France,80,250,33,0,1,1,0,1,1,2003,1,21,2003,2016
1642885,Mohamed,Diawara,2005-04-29,,France,81,225,51,0,1,0,1,1,1,2025,2,51,2025,
200821,Yakhouba,Diawara,1982-08-29,Pepperdine,USA,79,225,9,1,1,0,0,1,1,-1,-1,-1,2006,2009
200799,Guillermo,Diaz,1985-03-04,Miami,USA,74,185,,0,0,0,1,1,1,2006,2,52,2007,2016
1641711,Gradey,Dick,2003-11-20,Kansas,USA,79,200,1,1,1,0,1,1,1,2023,1,13,2023,
2424,Dan,Dickau,1978-09-16,Gonzaga,USA,72,180,10,1,0,0,1,1,1,2002,1,28,2002,2007
2079,Kaniel,Dickens,1978-07-21,Idaho,USA,80,215,,0,1,0,1,1,1,2000,2,50,2003,2007
76563,Henry,Dickerson,1951-11-27,University of Charleston,USA,76,190,13,1,0,0,0,1,1,-1,-1,-1,1975,1976
1722,Michael,Dickerson,1975-06-25,Arizona,USA,77,190,8,1,0,0,0,1,1,1998,1,14,1998,2002
76564,Derrek,Dickey,1951-03-20,Cincinnati,USA,79,218,40,0,1,0,0,1,1,1973,2,29,1973,1977
76565,Dick,Dickey,1926-10-26,North Carolina State,USA,73,175,23,1,0,0,0,1,1,1950,3,,1951,1951
1630621,Hunter,Dickinson,2000-11-25,Kansas,USA,85,255,4,0,0,1,1,1,1,-1,-1,-1,2025,
101143,Travis,Diener,1982-03-01,Marquette,USA,73,175,,1,0,0,,,,2005,2,38,2005,2009
203476,Gorgui,Dieng,1990-01-18,Louisville,Senegal,82,248,41,0,0,1,0,1,1,2013,1,21,2013,2022
1631172,Ousmane,Dieng,2003-05-21,New Zealand Breakers,France,81,185,21,0,1,0,1,1,1,2022,1,11,2022,
76566,Connie,Dierking,1936-10-02,Cincinnati,USA,82,222,18,0,0,1,0,1,1,1958,1,5,1958,1970
76567,Coby,Dietrick,1948-07-23,San Jose State,USA,83,220,25,0,0,1,0,1,1,1970,10,155,1976,1982
40070,Demos,Dikoudis,,,,,,,0,0,0,,,,,,,,
76569,Mickey,Dillard,1958-10-15,Florida State,USA,75,170,9,1,0,0,0,1,1,1981,3,55,1981,1981
76570,Bob,Dille,1917-07-02,Valparaiso,USA,75,190,,0,1,0,0,1,1,-1,-1,-1,1946,1946
1642265,Rob,Dillingham,2005-01-04,Kentucky,USA,74,175,7,1,0,0,1,1,1,2024,1,8,2024,
1966938148,Daniel,Dillon,,,,,,,0,0,0,,,,,,,,
76571,John,Dillon,1924-01-08,North Carolina,USA,75,180,,0,1,0,0,1,1,1948,,,1949,1949
40087,Vilmantas,Dilys,,,,,,,0,0,0,,,,,,,,
21005,Jinhui,Ding,,,,,,,0,0,0,,,,,,,,
1629142,Yanyuhang,Ding,,,,,,,0,0,0,,,,,,,,
76574,Byron,Dinkins,1967-06-15,North Carolina-Charlotte,USA,73,170,5,1,0,0,0,1,1,-1,-1,-1,1989,1990
76575,Jackie,Dinkins,1950-01-22,Voorhees,USA,77,210,23,0,1,0,0,1,1,1971,9,150,1971,1971
76576,Bill,Dinwiddie,1943-07-15,New Mexico Highlands,USA,79,220,20,0,1,0,0,1,1,-1,-1,-1,1967,1971
203915,Spencer,Dinwiddie,1993-04-06,Colorado,USA,77,215,26,1,0,0,1,1,1,2014,2,38,2014,2024
101113,Ike,Diogu,1983-09-11,Arizona State,USA,81,250,,0,1,0,,,,2005,1,9,2005,2011
2205,DeSagana,Diop,1982-01-30,Oak Hill Academy (VA),Senegal,84,280,2,0,0,1,0,1,1,2001,1,8,2001,2012
76577,Terry,Dischinger,1940-11-21,Purdue,USA,79,189,42,0,1,0,0,1,1,1962,2,8,1962,1972
76578,Fred,Diute,1929-01-09,St. Bonaventure,USA,75,210,4,1,0,0,0,1,1,1951,3,27,1954,1954
124,Vlade,Divac,1968-02-03,Partizan,Serbia,85,260,21,0,0,1,0,1,1,1989,1,26,1989,2004
1628679,Daniel,Dixon,,,,,,,0,0,0,,,,,,,,
1642915,Eric,Dixon,2001-01-26,Villanova,USA,,,,0,0,0,0,0,0,-1,-1,-1,,
2413,Juan,Dixon,1978-10-09,Maryland,USA,75,165,12,1,0,0,0,1,1,2002,1,17,2002,2008
2833,Nigel,Dixon,,,,,,,0,0,0,,,,,,,,
56077,Nihad,Djedovic,,,,,,,0,0,0,,,,,,,,
41208,Branislav,Djekic,,,,,,,0,0,0,,,,,,,,
1059,Aleksandar,Djordjevic,1967-08-26,Fortitudo Bologna,Serbia,74,198,,1,0,0,0,1,1,-1,-1,-1,1996,1996
1642365,Nikola,Djurisic,2004-02-23,Mega Basket,Belgium,80,214,,1,0,0,1,0,1,2024,2,43,,
76580,Earl,Dodd,1924-11-01,Truman State,USA,77,175,,0,1,0,0,1,1,1949,5,,1949,1949
1720,Michael,Doleac,1977-06-15,Utah,USA,83,262,51,0,0,1,0,1,1,1998,1,12,1998,2007
76581,Joe,Dolhon,1927-07-09,New York University,USA,72,175,,1,0,0,0,1,1,-1,-1,-1,1949,1950
76582,Bob,Doll,1919-08-10,Colorado,USA,76,195,19,0,1,0,0,1,1,-1,-1,-1,1946,1949
76583,James,Donaldson,1957-08-16,Washington State,USA,86,275,54,0,0,1,0,1,1,1979,4,73,1980,1994
1629029,Luka,Doncic,1999-02-28,Real Madrid,Slovenia,80,230,77,1,1,0,0,1,1,2018,1,3,2018,
1962937071,Luka,Doncic,1999-02-28,,Slovenia,,,,0,0,0,0,0,1,-1,-1,-1,2015,2015
1962937441,Luka,Doncic,1999-02-28,,Slovenia,,,,0,0,0,0,0,1,-1,-1,-1,2016,2016
76584,Bob,Donham,1926-10-11,Ohio State,USA,74,190,12,1,0,0,0,1,1,1950,3,,1950,1953
76586,Billy,Donovan,1965-05-30,Providence,USA,71,171,1,1,0,0,0,1,1,1987,3,68,1987,1987
76585,Harry,Donovan,1926-09-10,Muhlenberg,USA,74,180,16,1,0,0,0,1,1,1949,2,,1949,1949
2039,Keyon,Dooling,1980-05-08,Missouri,USA,75,195,55,1,0,0,1,1,1,2000,1,10,2000,2012
76587,Jacky,Dorsey,1954-12-18,Georgia,USA,79,230,34,0,1,0,0,1,1,1976,2,26,1977,1980
201595,Joey,Dorsey,1983-12-16,Memphis,USA,81,275,,0,0,0,1,1,1,2008,2,33,2008,2016
1628416,Tyler,Dorsey,1996-02-18,Oregon,USA,76,180,,1,0,0,1,1,1,2017,2,41,2017,2022
1629652,Luguentz,Dort,1999-04-19,Arizona State,Canada,76,220,5,1,0,0,1,1,1,-1,-1,-1,2019,
1630245,Ayo,Dosunmu,2000-01-17,Illinois,USA,76,201,13,1,0,0,0,1,1,2021,2,38,2021,
1628422,Damyean,Dotson,1994-05-06,Houston,USA,77,210,,1,0,0,1,1,1,2017,2,44,2017,2021
1629653,Devon,Dotson,1999-08-02,Kansas,USA,73,185,,1,0,0,1,1,1,-1,-1,-1,2020,2022
200763,Quincy,Douby,1984-05-16,Rutgers,USA,75,175,5,1,0,0,1,1,1,2006,1,19,2006,2008
76588,Bruce,Douglas,1964-04-09,Illinois,USA,75,195,42,1,0,0,0,1,1,1986,3,57,1986,1986
76589,John,Douglas,1956-06-12,Kansas,USA,74,170,13,1,0,0,0,1,1,1978,6,118,1981,1982
76590,Leon,Douglas,1954-08-26,Alabama,USA,82,230,13,0,0,1,0,1,1,1976,1,4,1976,1982
428,Sherman,Douglas,1966-09-15,Syracuse,USA,73,195,,1,0,0,0,1,1,1989,2,28,1989,2000
201962,Toney,Douglas,1986-03-16,Florida State,USA,74,195,,1,0,0,0,1,1,2009,1,29,2009,2016
201604,Chris,Douglas-Roberts,1987-01-08,Memphis,USA,79,210,,1,0,0,1,1,1,2008,2,40,2008,2014
1629635,Sekou,Doumbouya,2000-12-23,,France,81,230,,0,1,0,1,1,1,2019,1,15,2019,2021
76592,Lloyd,Dove,1945-08-16,St. John's (NY),USA,80,198,44,0,1,0,0,1,1,1967,1,4,1967,1968
202220,Zabian,Dowdell,1984-09-10,Virginia Tech,USA,75,191,22,1,0,0,1,1,1,-1,-1,-1,2010,2010
201630,Dion,Dowell,,,,,,,0,0,0,,,,,,,,
76593,Bill,Downey,1923-11-11,Marquette,USA,78,210,,0,0,1,0,1,1,-1,-1,-1,1947,1947
76594,Steve,Downing,1950-09-09,Indiana,USA,80,225,32,0,0,1,0,1,1,1973,1,17,1973,1974
203190,Micah,Downs,,,,,,,0,0,0,,,,,,,,
1630288,Jeff,Dowtin Jr.,1997-05-10,Rhode Island,USA,75,177,11,1,0,0,1,1,1,-1,-1,-1,2021,2024
64068,Adam,Doyle,,,,,,,0,0,0,,,,,,,,
76595,Danny,Doyle,1940-02-06,Belmont Abbey,USA,80,200,14,0,1,0,0,1,1,1961,5,44,1962,1962
1628495,Milton,Doyle,1993-10-31,Loyola-Chicago,USA,76,180,14,1,0,0,1,1,1,2017,,,2017,2017
1628408,PJ,Dozier,1996-10-25,South Carolina,USA,78,205,,1,1,0,1,1,1,-1,-1,-1,2017,2024
201993,Robert,Dozier,,,,,,,0,0,0,,,,,,,,
76596,Terry,Dozier,1966-06-29,South Carolina,USA,81,210,23,0,1,0,0,1,1,-1,-1,-1,1989,1989
201609,Goran,Dragic,1986-05-06,Union Olimpija,Slovenia,76,190,31,1,0,0,0,1,1,2008,2,45,2008,2022
204054,Zoran,Dragic,1989-06-22,Malaga,Slovenia,77,200,12,1,1,0,1,1,1,-1,-1,-1,2014,2014
202069,Dontaye,Draper,,,,,,,0,0,0,,,,,,,,
56046,Dontaye,Draper,,,,,,,0,0,0,,,,,,,,
1068,Greg,Dreiling,1963-11-07,Kansas,USA,85,265,50,0,0,1,0,1,1,1986,2,26,1986,1996
40036,Christian,Drejer,,,,,,,0,0,0,,,,,,,,
1630929,Henri,Drell,2000-04-25,Victoria Libertas,Estonia,81,220,77,0,1,0,1,1,1,-1,-1,-1,2023,2023
1724,Bryce,Drew,1974-09-21,Valparaiso,USA,75,184,,1,0,0,0,1,1,1998,1,16,1998,2003
76598,John,Drew,1954-09-30,Gardner-Webb,USA,78,205,22,0,1,0,0,1,1,1974,2,25,1974,1984
76599,Larry,Drew,1958-04-02,Missouri,USA,73,170,10,1,0,0,0,1,1,1980,1,17,1980,1990
203580,Larry,Drew II,1990-03-05,UCLA,USA,74,180,1,1,0,0,1,1,1,-1,-1,-1,2014,2017
17,Clyde,Drexler,1962-06-22,Houston,USA,79,222,22,1,0,0,0,1,1,1983,1,14,1983,1997
1962936104,Yannik,Driesen,,,,,,,0,0,0,,,,,,,,
1041,Nate,Driggers,1973-10-12,Montevallo,USA,77,215,27,1,1,0,0,1,1,-1,-1,-1,1996,1996
76603,Terry,Driscoll,1947-08-28,Boston College,USA,79,215,7,0,1,0,0,1,1,1969,1,4,1970,1974
196294103,Anthony,Drmic,,,,,,,0,0,0,,,,,,,,
64071,Anthony,Drmic,,,,,,,0,0,0,,,,,,,,
1542,Predrag,Drobnjak,1975-10-27,Efes Pilsen,Serbia,83,270,14,0,0,1,0,1,1,1997,2,48,2001,2004
76604,Ralph,Drollinger,1954-04-20,UCLA,USA,86,250,52,0,0,1,0,1,1,1978,5,105,1980,1980
203083,Andre,Drummond,1993-08-10,Connecticut,USA,83,279,1,0,0,1,0,1,1,2012,1,9,2012,
2271,Robb,Dryden,,,,,,,0,0,0,,,,,,,,
76623,Dennis,DuVal,1952-03-31,Syracuse,USA,75,175,21,1,0,0,0,1,1,1974,2,30,1974,1975
64122,Hongrui,Duan,,,,,,,0,0,0,,,,,,,,
64118,Jiangpeng,Duan,,,,,,,0,0,0,,,,,,,,
1630537,Chris,Duarte,1997-06-13,Oregon,Dominican Republic,77,190,,1,0,0,1,1,1,2021,1,13,2021,2024
1642505,Alex,Ducas,2000-12-11,St. Mary's (CA),Australia,79,220,88,1,0,0,1,1,1,-1,-1,-1,2024,2024
76605,Dick,Duckett,1933-03-25,St. John's (NY),USA,73,185,10,1,0,0,0,1,1,1957,2,9,1957,1957
404,Kevin,Duckworth,1964-04-01,Eastern Illinois,USA,84,300,00,0,0,1,0,1,1,1986,2,33,1986,1996
196294587,Julien,Ducree,,,,,,,0,0,0,,,,,,,,
76607,Charles,Dudley,1950-03-05,Washington,USA,74,180,5,1,0,0,0,1,1,1972,5,76,1972,1978
201,Chris,Dudley,1965-02-22,Yale,USA,83,260,14,0,0,1,0,1,1,1987,4,75,1987,2002
201162,Jared,Dudley,1985-07-10,Boston College,USA,78,237,10,0,1,0,0,1,1,2007,1,22,2007,2020
76608,Terry,Duerod,1956-07-29,Detroit,USA,74,180,40,1,0,0,0,1,1,1979,3,48,1979,1982
76609,Bob,Duffy,1922-07-05,Tulane,USA,76,175,17,0,1,0,0,1,1,1962,2,10,1946,1946
76610,Bob,Duffy,1940-09-26,Colgate,USA,75,185,,1,0,0,0,1,1,1962,2,10,1962,1964
2768,Chris,Duhon,1982-08-31,Duke,USA,73,190,21,1,0,0,0,1,1,2004,2,38,2004,2012
1626251,Duje,Dukan,1991-12-04,Wisconsin,Croatia,81,220,26,0,1,0,1,1,1,-1,-1,-1,2015,2015
1630561,David,Duke Jr.,1999-10-13,Providence,USA,76,204,7,1,0,0,1,1,1,-1,-1,-1,2021,2024
76611,Walter,Dukes,1930-06-23,Seton Hall,USA,84,220,23,0,0,1,0,1,1,1953,,,1955,1962
247,Joe,Dumars,1963-05-24,McNeese State,USA,75,195,4,1,0,0,0,1,1,1985,1,18,1985,1998
30,Richard,Dumas,1969-05-19,Oklahoma State,USA,79,225,7,0,1,0,0,1,1,1991,2,46,1992,1995
434,Tony,Dumas,1972-08-25,Missouri-Kansas City,USA,78,190,,1,0,0,0,1,1,1994,1,19,1994,1997
76615,Andy,Duncan,1922-04-17,William & Mary,USA,78,195,21,0,1,0,0,1,1,1947,,,1948,1950
1495,Tim,Duncan,1976-04-25,Wake Forest,US Virgin Islands,83,250,21,0,1,1,0,1,1,1997,1,1,1997,2015
203195,Michael,Dunigan,,,,,,,0,0,0,,,,,,,,
2399,Mike,Dunleavy,1980-09-15,Duke,USA,81,230,34,1,1,0,0,1,1,2002,1,3,2002,2016
76616,Mike,Dunleavy,1954-03-21,South Carolina,USA,75,180,,1,0,0,0,1,1,1976,6,99,1976,1989
1627739,Kris,Dunn,1994-03-18,Providence,USA,75,205,8,1,0,0,1,1,1,2016,1,5,2016,
76617,Pat,Dunn,1931-03-17,Utah State,USA,74,170,19,1,0,0,0,1,1,1956,-22,-22,1957,1957
1642346,Ryan,Dunn,2003-01-07,Virginia,USA,79,216,0,0,1,0,0,1,1,2024,1,28,2024,
76618,T.R.,Dunn,1955-02-01,Alabama,USA,76,192,23,1,0,0,0,1,1,1977,2,41,1977,1990
2859,Jerry,Dupree,,,,,,,0,0,0,,,,,,,,
2648,Ronald,Dupree,1981-01-26,Louisiana State,USA,79,209,,0,1,0,1,1,1,-1,-1,-1,2003,2010
201142,Kevin,Durant,1988-09-29,Texas,USA,83,240,7,0,1,0,0,1,1,2007,1,2,2007,
1631105,Jalen,Duren,2003-11-18,Memphis,USA,82,250,0,0,0,1,0,1,1,2022,1,13,2022,
76619,John,Duren,1958-10-30,Georgetown,USA,75,195,44,1,0,0,0,1,1,1980,1,19,1980,1982
1090,Pat,Durham,1967-03-10,Colorado State,USA,79,210,30,0,1,0,0,1,1,1989,2,35,1992,1994
76621,Devin,Durrant,1960-10-20,Brigham Young,USA,79,200,17,0,1,0,0,1,1,1984,2,25,1984,1985
76622,Ken,Durrett,1948-12-08,La Salle,USA,79,190,33,0,1,0,0,1,1,1971,1,4,1971,1974
1631347,Anthony,Duruji,1998-07-22,Florida,USA,,,,0,0,0,1,0,1,-1,-1,-1,,
1628979,Trevon,Duval,1998-08-03,Duke,USA,74,189,0,1,0,0,1,1,1,-1,-1,-1,2018,2018
76624,Jack,Dwan,1921-05-03,Loyola-Chicago,USA,76,200,19,0,1,0,0,1,1,-1,-1,-1,1948,1948
76625,Craig,Dykema,1959-06-11,Long Beach State,USA,80,190,35,0,1,0,0,1,1,1981,3,66,1981,1981
76626,Gene,Dyker,1930-02-17,DePaul,USA,78,225,5,0,1,0,0,1,1,1953,,,1953,1953
202406,Jerome,Dyson,1987-05-01,Connecticut,USA,75,180,11,1,0,0,1,1,1,-1,-1,-1,2011,2011
289,Ledell,Eackles,1966-11-24,New Orleans,USA,77,231,21,1,0,0,0,1,1,1988,2,36,1988,1997
76628,Jim,Eakins,1946-05-24,Brigham Young,USA,83,215,24,0,0,1,0,1,1,1968,5,57,1976,1977
768,Acie,Earl,1970-06-23,Iowa,USA,83,240,55,0,1,1,0,1,1,1993,1,19,1993,1996
76630,Ed,Earle,1927-04-28,Loyola-Chicago,USA,75,190,6,0,1,0,0,1,1,-1,-1,-1,1953,1953
203921,Cleanthony,Early,1991-04-17,Wichita State,USA,80,210,11,0,1,0,1,1,1,2014,2,34,2014,2015
1631106,Tari,Eason,2001-05-10,Louisiana State,USA,80,215,17,0,1,0,0,1,1,2022,1,17,2022,
1642398,Sean,East II,1999-11-17,Missouri,USA,,,,0,0,0,1,0,0,-1,-1,-1,2025,2025
76631,Mark,Eaton,1957-01-24,UCLA,USA,88,275,53,0,0,1,0,1,1,1982,4,72,1982,1992
76632,Jerry,Eaves,1959-02-08,Louisville,USA,76,180,22,1,0,0,0,1,1,1982,3,55,1982,1986
202365,Devin,Ebanks,1989-10-28,West Virginia,USA,81,215,3,0,1,0,1,1,1,2010,2,43,2010,2012
76633,Bill,Ebben,1935-10-07,Detroit,USA,76,190,6,1,0,0,0,1,1,1957,3,18,1957,1957
76634,Al,Eberhard,1952-05-10,Missouri,USA,78,225,44,0,1,0,0,1,1,1974,1,15,1974,1977
2569,Ndudi,Ebi,1984-06-18,Westbury Christian HS (TX),USA,81,195,44,0,1,0,1,1,1,2003,1,26,2003,2004
1630220,Paul,Eboua,2000-02-15,VL Pesaro,Cameroon,,,,0,0,0,1,0,0,-1,-1,-1,,
1630693,Jaime,Echenique,1997-04-27,Wichita State,Colombia,82,258,,0,0,1,1,1,1,-1,-1,-1,2021,2021
204067,Jarell,Eddie,1991-10-30,Virginia Tech,USA,79,218,31,1,1,0,1,1,1,-1,-1,-1,2015,2017
76635,Patrick,Eddie,1967-12-27,Mississippi,USA,83,240,41,0,0,1,0,1,1,-1,-1,-1,1991,1991
76636,Thomas,Eddleman,1922-12-27,Illinois,USA,74,189,12,0,1,0,0,1,1,1949,3,,1949,1952
76637,Kent,Edelin,1962-05-24,Virginia,USA,80,205,,0,1,0,0,1,1,1984,7,140,1984,1984
1641744,Zach,Edey,2002-05-14,Purdue,Canada,87,305,14,0,0,1,0,1,1,2024,1,9,2024,
1642845,VJ,Edgecombe,2005-07-30,Baylor,USA,76,190,77,1,0,0,0,1,1,2025,1,3,2025,
76638,Keith,Edmonson,1960-09-28,Purdue,USA,77,195,10,1,0,0,0,1,1,1982,1,10,1982,1983
721,Tyus,Edney,1973-02-14,UCLA,USA,70,166,2,1,0,0,0,1,1,1995,2,47,1995,2000
1630162,Anthony,Edwards,2001-08-05,Georgia,USA,76,225,5,1,0,0,0,1,1,2020,1,1,2020,
76646,Bill,Edwards,1971-09-22,Wright State,USA,80,215,40,0,1,0,0,1,1,-1,-1,-1,1993,1993
898,Blue,Edwards,1965-10-31,East Carolina,USA,76,200,,0,1,0,0,1,1,1989,1,21,1989,1998
1629035,Carsen,Edwards,1998-03-12,Purdue,USA,71,200,4,1,0,0,1,1,1,2019,2,33,2019,2021
2451,Corsley,Edwards,1979-03-05,Central Connecticut State,USA,81,275,,0,1,0,1,1,1,2002,2,57,2002,2004
346,Doug,Edwards,1971-01-21,Florida State,USA,79,235,32,0,1,0,0,1,1,1993,1,15,1993,1995
76641,Franklin,Edwards,1959-02-02,Cleveland State,USA,73,170,10,1,0,0,0,1,1,1981,1,22,1981,1987
229,James,Edwards,1955-11-22,Washington,USA,85,252,53,0,0,1,0,1,1,1977,3,46,1977,1995
76643,Jay,Edwards,1969-01-03,Indiana,USA,76,185,3,0,1,0,0,1,1,1989,2,33,1989,1989
1642399,Jesse,Edwards,2000-03-18,West Virginia,Netherlands,84,236,14,0,0,1,1,1,1,-1,-1,-1,2024,2024
2823,John,Edwards,1981-07-31,Kent State,USA,84,275,54,0,0,1,1,1,1,-1,-1,-1,2004,2005
1642348,Justin,Edwards,2003-12-16,Kentucky,USA,79,217,11,0,1,0,1,1,1,-1,-1,-1,2024,
1630556,Kessler,Edwards,2000-08-09,Pepperdine,USA,79,203,20,0,1,0,1,1,1,2021,2,44,2021,2024
236,Kevin,Edwards,1965-10-30,DePaul,USA,75,210,21,1,0,0,0,1,1,1988,1,20,1988,2000
1630306,Rob,Edwards,1997-01-20,Arizona State,USA,77,205,,1,0,0,1,1,1,-1,-1,-1,2021,2021
202197,Shane,Edwards,1987-05-31,Arkansas-Little Rock,USA,79,220,,0,1,0,1,1,1,-1,-1,-1,2013,2013
1629053,Vincent,Edwards,1996-04-05,Purdue,USA,80,225,12,0,1,0,1,1,1,2018,2,52,2018,2018
76647,Johnny,Egan,1939-01-31,Providence,USA,72,180,21,1,0,0,0,1,1,1961,2,12,1961,1971
1629786,John,Egbunu,,,,,,,0,0,0,,,,,,,,
76648,Lonnie,Eggleston,1918-06-08,Oklahoma State,USA,72,170,,1,0,0,0,1,1,-1,-1,-1,1948,1948
1626295,Nnanna,Egwu,,,,,,,0,0,0,,,,,,,,
201792,Moses,Ehambe,,,,,,,0,0,0,,,,,,,,
